sentiment 0-negative 1-positive 2-neutral,text,lang,"0,1,2"
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"really? My mother-in-law survived 3 Nazi camps as a young girl and was eventually freed from Mauthausen. 

Loomer w… https://t.co/kwrw737d79",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,Beltway Insider: Trump/Saudi’s/Khashoggi; UK/EU Finalize Brexit; Tear Gas Greets Immigrants; Stan Lee Memorial https://t.co/QRj4JAb3mE,en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,Beltway Insider: Trump/Saudi’s/Khashoggi; UK/EU Finalize Brexit; Tear Gas Greets Immigrants; Stan Lee Memorial https://t.co/bm2vwOli14,en,
,Beltway Insider: Trump/Saudi’s/Khashoggi; UK/EU Finalize Brexit; Tear Gas Greets Immigrants; Stan Lee Memorial https://t.co/n000Ix2uMN,en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @retroguygaming: Shame it's not about hockey, then we could have had the Stan Lee Cup...#ComicBookFootball #RIPStanLee https://t.co/KETH…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"@classiclib3ral Yes, Stan Lee would write a comic about a fascist loving capo like Loomer.",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,RT @themarvelverse: Thank you Stan Lee. You truly were a legend. https://t.co/PaNChI0hgu,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @AlanRousse: R.I.P 
Stan Lee, adiós maestro 🕸🕷 https://t.co/ph04dgC7Z5",es,
,RT @chicoliru: homem aranha lutando com Jesus para trazer stan lee de volta  https://t.co/OHmo1pKOvs,pt,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @ohhieverybody: Heart and respiratory failure. Nothing more respectful than clickbaiting the cause of a person's death, right? @FilmClic…",en,
,Reinstate Laura,es,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,Stan Lee created Iron Man as a challenge to create a character no one should like and force people to like him.,en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @wichuda3852: ชีวิตไม่มีวันสมบูรณ์
หากปราศจากความท้าทาย
-Stan Lee-

#คำคม #ให้กำลังใจ #ให้กำลังใจตัวเอง #คำคมให้กำลังใจตัวเอง #คำคมให้กำ…",th,
,RT @MartialArtsCoin: If only it had happened. https://t.co/vh7ruMLkD1,en,
,"RT @AnonHeel: Remember Stan Lee was not born Stan Lee.  He was born Stanley Martin Lieber, a jew.  He was born December 28, 1922; emphasis…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,LEGO SDCC Comic Con 2014 Star Wars The Ghost Starship Sealed Signed by Stan Lee https://t.co/xQr1rWudxz https://t.co/kFS66jt7oD,en,
,@azucenau Yo pense que era un boceto qur habia dejado Stan Lee para la pelicula de los vengadores.,es,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,Medio estadounidense revela cuál fue la causa de la muerte de Stan Lee https://t.co/JwmZAr12tg,es,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,RT @eluniversocom: Revelan causa de muerte de Stan Lee. ►  https://t.co/JDZjnPp1dI https://t.co/jGYNqiZQcv,es,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @retroguygaming: Shame it's not about hockey, then we could have had the Stan Lee Cup...#ComicBookFootball #RIPStanLee https://t.co/KETH…",en,
,#LauraLoomer     ✊✊✊,und,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,RT @chrishemsworth: RIP my friend. Thank you for the incredible adventures your stories took all of us on. My love and support goes out to…,en,
,RT @Sethrogen: Thank you Stan Lee for making people who feel different realize they are special.,en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"@Brandon_Bird @kcgreenn According to my younger sister, apparently a large group of people are clamoring for Deadpo… https://t.co/wAqAZYoeOO",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,@kcgreenn audience members at early screenings of avengers 6 report a Stan Lee cameo where he tells the viewer the… https://t.co/IFcdN2PAkM,en,
,"RT @LeslieWeegee: This year, we have lost:

Stephen Hawking

Stefan Karl

Stan Lee

And now, our beloved Stephen Hillenburg

Rest in peace",en,
,"""I don't have inspiration, I only have ideas."" Stan Lee @quoteofthday1 @Motivational748 @ithinkthatsways @atextsbook",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,RT @TheRealStanLee: POW!'s Chief Editor Kim Luperi writes about remembering and knowing Stan as a regular guy - who just so happened to cha…,en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,Me ha gustado un vídeo de @YouTube (https://t.co/bk6oWlAgoB - Pawn Stars: Stan Lee Meets Chumlee (Season 14) | History).,es,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,@kcgreenn I wonder if there'll be new ways to put Stan Lee cameos in. Keep the eyes peeled for framed art. For a da… https://t.co/vWVS8KUyDk,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"Contexto: Horas después de crear a 
THANOS CHAIR
THANOS CHAIR
para el proyecto de gráfica, Stan Lee entregó la cuch… https://t.co/Ww7zUVlAWy",es,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @jsavite: really? My mother-in-law survived 3 Nazi camps as a young girl and was eventually freed from Mauthausen. 

Loomer was banned f…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"@OnEdgeOfWonder I've had several #Mandela effects. Most recent was speaking about MCU with b.inlaw and Stan Lee, on… https://t.co/6TRqeN1ndZ",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,This is worst then finding out stan lee died,en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,#FreeLauraLoomer,und,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,Fiquei triste no cameo de Stan Lee :(,pt,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @LeslieWeegee: This year, we have lost:

Stephen Hawking

Stefan Karl

Stan Lee

And now, our beloved Stephen Hillenburg

Rest in peace",en,
,"RT @reldeobii: so I made this fan account for the boyz (im only a new deobi)

rt if you stan:

-lee sangyeon
-bae jacob
-kim younghoon
-lee…",en,
,Starting 9 – Stan Lee Characters https://t.co/1xfJ5Naa6T,en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @GeektasticDeals: Hey Marvel fans, here is the biography of Stan Lee told in graphic novel form.  How perfect!  And, it is only $1.99 on…",en,
,"Stan Lee Was 'Really Happy' With His 'Spider-Man: Into the Spider-Verse' Cameo, Directors Say… https://t.co/zPMVunXF9X",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,@N4RUTOB4BY @Dante65664897 @pambisitaa1000 @DalasReview Claro como Stan Lee de 90 años q habia abusado de una enfer… https://t.co/pJFJfE638r,es,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @comicsandpanels: Stan Lee: ""Some artists, such as Jack Kirby, need no plot at all. I mean, I’ll just say to Jack, ‘Let’s make the next…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,@GuilleCummings Oh man did you see CBR click bait Stan Lee’s cause of death??? 🙄,en,
,"When you realize Stephen died two weeks after Stan Lee

(RIP to those amazing people, especially Stephen. He made m… https://t.co/FAHRhzIE6T",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,I liked a @YouTube video https://t.co/5auFgZKceh STAN LEE NESTING DOLL Painting: Matryoshka Tribute!,en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"esse ano foi bem bosta

●morte do xxxtentacion 
●morte do stan lee
●morte do criador do bob esponja
●morte do jails… https://t.co/CBeLOh7tg5",pt,
,Spiderman will kill thanos thus becoming the greatest marvel hero of all time as Stan Lee would have wanted #Avengers4,en,
,"@CNET Sorry, Thanos took that trailer when he took Stan Lee https://t.co/25yisCLEUI",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @TheWrap: Stan Lee Was 'Really Happy' With His 'Spider-Man: Into the Spider-Verse' Cameo, Directors Say https://t.co/YTCG7XkbHU https://…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,#StanLee #LauraLoomer,und,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,mano o stan lee hydjfkfmf https://t.co/vVuh5nLKQa,en,
,RT @Paloosas: #FreeLauraLoomer https://t.co/VKS86WWy6q,und,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @TOPCINEMA: Descansa en paz, #StanLee.⠀
⠀
Nos quedan tus cómics, tus historias, tus personajes y tus memorables cameos cinematográficos.…",es,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,RT @trackerem: #StanLee #LauraLoomer https://t.co/KMWkne3q2L,und,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"@Fox_Mulder_8 @JewishVoice @LauraLoomer I should thank the Jewish Voice for making me, in some small way, happy tha… https://t.co/24BNQn3M0p",en,
,RT @Jersey_Jinx: Bryan Cranston gotta play Stan Lee whenever they make a move on the biopic.,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,RT @Emulate_Me: GIVE STAN LEE BACK @jesus https://t.co/suQLvfyYFo,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"""You know, I guess one person can make a difference.""
Stan Lee 
I thank God for this man!:,)",en,
,RT @The_Gibus_Man: Almost every single huge awesome celebrity that died this year that caused the entire internet to freak out has a name t…,en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"Laura Loomer is not only the Jewish voice, she’s the Voice of Freedom, Courage&amp;a Real Patriot.I’m so proud seeing… https://t.co/hu9alEbOmI",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,RT @ParisJackson: this is beautiful https://t.co/bJtMFC6L7r,en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @neiltyson: Born before Edwin Hubble discovered the expanding universe, he ultimately created an expanding universe of his own - one of…",en,
,RT @5_Star_Hustler: Allow people to learn sweetie. The fact that you adore a celebrity doesnt mean everyone should know him? Do you know Li…,en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"banner fucking day for online, jesus",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,Awsome👏👇🇺🇸💥,en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @AkankshaMSingh: Wrote an op-ed for @smh on grieving in the social media era, if you would care to have a read*:

Selfies with Stan Lee:…",en,
,"RT @AkankshaMSingh: Wrote an op-ed for @smh on grieving in the social media era, if you would care to have a read*:

Selfies with Stan Lee:…",en,
,"RT @AkankshaMSingh: Wrote an op-ed for @smh on grieving in the social media era, if you would care to have a read*:

Selfies with Stan Lee:…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,RT @urbanbarbarian: RIP #StanLee @TheRealStanLee https://t.co/22rweyLKKY,und,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @Kemdizzzle: I just noticed that the 4 biggest icons who died this year all have names that start with “St”

Stefan Karl
Stephen Hawking…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @LeslieWeegee: This year, we have lost:

Stephen Hawking

Stefan Karl

Stan Lee

And now, our beloved Stephen Hillenburg

Rest in peace",en,
,"HULK SMASH (📸: @theamateurmixologist)
•
‘Eat your greens’
#ripstanlee
I’m not a huge comic book / graphic novel fan… https://t.co/xeMp023ON3",en,
,"RT @butterbiskitt: proof that November has been the absolute WORST for me:
* My uncle died
* Stan Lee died
* My dog died
* My very first ar…",en,
,"RT @slut4roger: NEW Stan account looking for mutuals so rt if you love:
 
♥️ Queen
♥️ Roger Taylor 
♥️ Freddie Mercury 
♥️ Brian May 
♥️ Jo…",en,
,"RT @jsavite: really? My mother-in-law survived 3 Nazi camps as a young girl and was eventually freed from Mauthausen. 

Loomer was banned f…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,RT @TheRealStanLee: POW!'s Chief Editor Kim Luperi writes about remembering and knowing Stan as a regular guy - who just so happened to cha…,en,
,@NintenZ It's also pretty early so that score could drop like it often does on RT. There's also other factors to co… https://t.co/2miw3xN7CF,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @retroguygaming: Shame it's not about hockey, then we could have had the Stan Lee Cup...#ComicBookFootball #RIPStanLee https://t.co/KETH…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"meu deus a ar*ana já matou o avicci,xxxtentacion,aretha franklin,stan lee,o criador do bob esponja

essa garota não tem limites",pt,
,"RT @thesonofcar13: stan lee and stephen hillenburg were some of the reasons why i got into cartoons, pop culture, and drawing as a kid. wit…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,What’s the opposite of dayenu?,en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,Still trying to tighten my ink lines. Worked on this slowly since Stan the Man’s passing. (fun fact: I lost my Pent… https://t.co/eIYggkvxKN,en,
,Ya se sabe la causa de la muerte de Stan Lee https://t.co/ZOUtMIV3rX https://t.co/CCfZSnDMUk,es,
,RT @TheRealStanLee: POW!'s Chief Editor Kim Luperi writes about remembering and knowing Stan as a regular guy - who just so happened to cha…,en,
,Wow...Amen @TheRealStanLee and RIP...,en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @melissaanelli: Stan Lee, 1968. #paxetjustitia https://t.co/t1B4GYUCvK",en,
,@thesdmatt @XoBradoX @ATLUTD The creator of Spongebob died??? 😱 oh no... how did Stan Lee take it? I know they were close.😔,en,
,"RT @jsavite: really? My mother-in-law survived 3 Nazi camps as a young girl and was eventually freed from Mauthausen. 

Loomer was banned f…",en,
,RT @Paloosas: #FreeLauraLoomer https://t.co/VKS86WWy6q,und,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @STAY_mutuals: Gain STAY Mutuals!☁🌻
※ rt and follow everyone who rts ※

rt if you stan:
― Bang Chan
― Kim Woojin
― Lee Minho
― Seo Chang…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,RT @VeyGoodSpy: HAHAHAHAHAHAHAHAHAHAHAHAHAHA *breathes* HAHAHAHAHAHAHAAHAHAHAHA https://t.co/4RAo9NAEkg,tl,
,"@kidzero1975 @Marvel You don't know a thing about Stan Lee either but again ok, yeah whatever",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @Nathorix: Stephen Hawking

Stefan Karl

Stan Lee

and Stephen Hillenburg

All died this year. I guess if your name starts with an 'S' y…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"I thought I won't cry. But I have.
Stan the Man Lee",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,Amen! (times a billion),en,
,"Si Gatia/Catra en traje es lo más bonito del mundo pues se dice y no pasa nada.

A ver si la puedo colorear pronto,… https://t.co/mmFYZ48t1M",es,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,I feel like you can at least the soil on top of stan lee's grave settle before you completely misrepresent his ideo… https://t.co/Z9nTtFw526,en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @MarveIClips: Rest In Peace, Stan Lee https://t.co/kID486kX2q",en,
,"RT @LeslieWeegee: This year, we have lost:

Stephen Hawking

Stefan Karl

Stan Lee

And now, our beloved Stephen Hillenburg

Rest in peace",en,
,RT @sethanikeem: Stan Lee has passed at 95. A real mensch with a real message: https://t.co/XfBa73gigH,en,
,RT @MarveIClips: 7 minutes of Stan Lee cameos in Marvel movies and TV shows https://t.co/Gd8yxac5tg,en,
,"📷 obscureaaron: ‘Nuff Said (2018) Stan “The Man” Lee Dec 28, 1922 - Nov 12, 2018 Rest in Peace https://t.co/rLM8HXjSpo",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
