,Sentiments,text,lang
1339,3,Literally my entire childhood just died whoever produced 2018 is trash,en
1340,2,"#SuperLaura: When They Struck Her, She Only Became Stronger Than They Could Imagine...",en
1341,2,I'd appreciate NOT seeing tweets from someone who has passed away,en
1342,2,@NintendoAmerica @PokemonGoApp Loving the connectivity between the games! This week is all about #Pokemonletsgo on… https://t.co/GEaxMIPOd8,en
1343,2,Doesn't even know his name,en
1344,2,"**LATEST POST**  5 Memorable (and Useful)  Stan Lee Quotes

https://t.co/APUPRENO5p

#breakthrough #courage… https://t.co/AIon7auM7p",en
1345,2,"@Spidey414 @Super_Spidey1 Tell it to the people than when Stan Lee died sayed ""fine now that he died they can replace Peter with Miles"" -_-",en
1346,2,"If the recently deceased comic book genius, Stan Lee, ever wanted to create a Jewish super-heroine, he could not ha… https://t.co/qj84eVhxjD",en
1347,1,"Thank you Stan Lee and Stephen Hillenburg for contributing greatly to the development of myself and many around me,… https://t.co/ZPNCFqn3vB",en
1348,3,"Stan Lee's Twitter account is still being run by someone.
I kinda hate that.",en
1349,3,"Stan Lee died, SpongeBob creator died, lets hope the creator of the $1.50 Costco Hot Dog Deal does not die soon",en
1350,3,I had to unfollow Stan Lee's twitter. Every new tweet makes me sad.,en
1351,1,@RottenTomatoes Thank you Stan Lee ☺️✅,en
1352,1,"Ladies and Gentlemen, the Stanusi! We pay tribute to Stan in this week’s episode with clips, excerpts from ‘Stan’s… https://t.co/X6OxIBKBcF",en
1353,1,So Here is the Reported Real Cause of Marvel Comics creator Stan Lee’s Death: https://t.co/vtxGD9Kc9b via @YouTube,en
1354,1,"Ladies and Gentlemen, the Stanusi! We pay tribute to Stan in this week’s episode with clips, excerpts from ‘Stan’s… https://t.co/gkyPy1tREt",en
1355,2,@addamschloe Remember when Stan Lee died and you asked people not to tell you anything bad about him until some tim… https://t.co/3kW8mDBLLX,en
1356,2,Stan Lee!,en
1357,2,dude can 2018 fuck off already,en
1358,2,"Like Jesus, I’ve only been back for a few hours and there’s so much arguing and hatred. Stan Lee wouldn’t want this… https://t.co/8XfrGfeLPr",en
1359,2,"Check out Spiderman 1,2,3 Box Set Blu-ray #StanLee #Christmas #HolidayGifts  https://t.co/QaAsm3aM6o via @eBay",en
1360,2,Twitter has done nothing but create a martyr of Laura Loomer.,en
1361,2,@TuckerCarlson Gaia Online that worked with Stan Lee for many years is not a fraud site it's mostly a faith based c… https://t.co/tMData00mj,en
1362,3,"yooo first we lost Stan Lee, now Stephen Hillenburg ... all we have left is Bill Nye that WE MUST PROTECT AT ALL COST",en
1363,2,HOWDAREYOU,en
1364,1,Stan Lee tweeting from the afterlife...I see a new SuperHero movie!,en
1365,3,Miss the guy already.,en
1366,2,Not sure what this is or how to caption it....I just can’t stop watching. Enjoy! https://t.co/x7IVv8nSHf #Marvel… https://t.co/7vqNHfI7dY,en
1367,2,All planned songs so far before the EP!! #jacktown will be realeased with video!! #mangacarter #Lily #dantesinferno… https://t.co/N0tGlMM2td,en
1368,3,@billmaher you dick.  stick to politics you dumb fuck. Don't talk about things you don't even know you fucking has… https://t.co/3gNWsjSdkn,en
1369,1,I liked a @YouTube video https://t.co/f24PvPMMmC STAN LEE _ Every Stan Lee Cameo Ever (1989 - 2018) Marvel,en
1370,2,"And if he wanted a loony tunes to pit against her, he could pick Alexandria from NY.",en
1371,3,Wanda Maximoff has had too fucked up of a year to deserve this shit,en
1372,2,#StanLee autographed Ravage 2099 #1 COA Marvel Stan Lee  https://t.co/QhUAQbQw9S via @eBay,en
1373,3,childhood just’a dying ...,en
1374,2,"""Ad"" SPIDER-GWEN #1 CGC SS 9.4 Signed 2X STAN LEE and TODD MCFARLANE Movie https://t.co/ym0rc59dos #StanLee https://t.co/9o8XLc8Ryn",en
1375,2,"""Ad"" Edge of Spider-Verse #2 (November 2014, Marvel) CBCS 9.0 Signed by Stan Lee https://t.co/fjESJ8RkGk #StanLee https://t.co/ey9r5RXnGp",en
1376,1,My dream in life is to become the Stan Lee of gaming. I want Newniverse Interactive to be full of iconic characters… https://t.co/hc5NSVPhT2,en
1377,3,Stan Lee's Emotional And Poignant Spider-Man: Into The Spider-Verse Cameo Revealed - https://t.co/vpQlIz6kck https://t.co/0LaC9EgUq3,en
1378,3,Stan Lee's Cause of Death Was Heart and Respiratory Failure https://t.co/MXoJAdCMA6 Presented by @MusicLinkUp,en
1379,3,"Man is fake sad, didn't even put Stephen Hillenburg's name in the tweet 😤",en
1380,3,"""RIP in Peace Stan Lee"" sounds awesome right? @MiddleUrinalPod is marvelous too. Click or tap below. #Week10 #BSPN https://t.co/EuubpdxdSj",en
1381,3,And Stan Lee was indeed pro Israel. He spoke of his regret at never having visited the Jewish State.,en
1382,2,man i stopped fw spongebob in 4th grade and never watched superhero movies. i’m just glad walt disney already dead… https://t.co/TG1WsvbB4m,en
1383,3,"💔💔 not even over Stan lee yet, they adding to the fire in my heart",en
1384,3,R.I.P. Stan Lee Tribute: The Avengers We Are The World Music Video! https://t.co/qmcj11H0Oe via @YouTube #YouTube… https://t.co/JRz3cj9lyC,en
1385,3,That’s really how I’m feeling tho.,en
1386,3,R.I.P. Stan Lee Tribute: The Avengers We Are The World Music Video! https://t.co/PyMtOCzfHg via @YouTube #YouTube… https://t.co/CRuq9YwvbZ,en
1387,3,Avengers Main Theme - Mariachi Cover - Stan Lee Tribute - Mariachi Enter... https://t.co/ft51KlAsOx via @YouTube #stanlee #legend #mariachi,en
1388,3,What if I told you Stan Lee didn’t create Spider-Man. https://t.co/5K5CHpA4FC,en
1389,3,when you see stan lee in the new #wreckitralph movie.... :’-)),en
1390,2,@Mr_espn15 @Marvel @MarvelStudios It’s rumored to be a trailer at least it’s being released on Stan Lee’s birthday,en
1391,2,The latest The #Walkable Communities Daily! https://t.co/vsnH8p7JXM Thanks to @UrbanCincy @tanyapazzy @SandySkees #poverty #stanlee,en
1392,2,Stan Lee was fucking 95 years old. Posting articles about his cause of death is beyond ridiculous.,en
1393,3,MARVEL Wolverine https://t.co/Nu8zXidLDQ … …..#wolverine #marvel #hughjackman #comics #marvelwolverine #Comicimages… https://t.co/uBS8RhlRaJ,en
1394,3,"This Is my tribute yo Stan Lee, maybe  later, RIP (excélsior)
#marvel #stanlee #capitanamerica #tribute #draw… https://t.co/IC5uBdlt99",en
1395,3,"I still can't believe it. Rest in peace #StanLee #Excelsior
IMDbrief: Remembering Stan Lee (3:16) from IMDbrief (20… https://t.co/WNKAYfX4Dd",en
1396,1,Finally been able to make a tribute piece of Stan Lee #stanlee #marvel #comics #rip #timelapse #art #artist… https://t.co/ayERxNn6VE,en
1397,2,STAN LEE AUTOGRAPHED / THE AMAZING SPIDER MAN MARVEL COMIC BOOK WITH COA https://t.co/ESxerfTU4q,en
1398,2,Fuck this site - this clickbait is ghoulish shit @Marvel @pattonoswalt @ChrisEvans,en
1399,2,Times just be so rough man 🤕,en
1400,3,@CBR Did you just...clickbait on the death of Stan Lee? Seriously.,en
1401,2,@BackAftaThis Doesn’t wanna hear the details about Stan Lee’s death either,en
1402,3,Stefan Karl's passing still hurts,en
1403,3,"We lost great people this year, but no matter what they will never be forgotten",en
1404,3,Completely heartbroken😢😭💔💔,en
1405,2,"Me: *shows Bennett the picture* 
Me: “The creator of Spongebob also created Spiderman?”
Bennett: “Babe, Stan Lee di… https://t.co/lwPWgGRu9h",en
1406,3,"Actually shed some tears, I can't lie #Hillenburg #StanLee https://t.co/VoFO530aiT",en
1407,3,"Superhero Bits: Stan Lee’s Cause of Death Revealed, Hugh Jackman Smears Ryan Reynolds &amp; More  https://t.co/1CY4fbqnMC",en
1408,3,Stan Lee to appear at the Avengers 4 premier and say he faked his death so they could would work on the Marvel Illu… https://t.co/9JnWLVpNdL,en
1409,3,fuck it’s been 4 minutes but i love you lee jeno 🥰,en
1410,3,I felt this one in my soul😓🤧,en
1411,3,you’re a fucking adult now. embrace it,en
1412,3,Bruhhh no fucking wayyy,en
1413,1,I liked a @YouTube video https://t.co/ijY1cxa06x The death of Stan Lee,en
1414,3,"#RIPStephenHillenburg

First it was Stan Lee, the king of Marvel Universe cameos, and now Stephen Hillenburg the ma… https://t.co/6APYnUwfyX",en
1415,3,celebrity deaths ALWAYS come in three. stan lee died (creator of marvel) stephen king (creator of sponge bob) im te… https://t.co/OOiAUFMw5y,en
1416,2,@WagonKnoggin @DorisMele @man007_b @whimzies4me @JayDaws3 @MarylFaunda @provdcrumblover @jimbo_always @gwbehn… https://t.co/aQsU2ELbRt,en
1417,2,#CNN where did Stan Lee get his inspiration from in Cleveland? What if some of it is real. Who is laughing now...,en
1418,1,In Memory of Stan Lee! Sketched on paper and painted in Sketchbook Pro #marvelcomics #art #artist #illustration… https://t.co/bqfnSjkr2U,en
1419,2,pLEASE make a movie about Stan Lee :&lt;,en
1420,3,RIP STAN LEE RIP STEPHEN HILLENBURG😢😢😢💰💰Intersection money 💰💰 on theee way 🤟🏾😝#checkmate #money #music #weed… https://t.co/1Meh2KicPO,en
1421,2,I liked a @YouTube video https://t.co/mGhiOCDmDF WatchMojo's Tribute to Stan Lee,en
1422,2,The Top 5 BEST Marvel Movies | Was Stan Lee ahead of his time? JLATop5 @Abwon @SaunidNicolas @MessiahJuni… https://t.co/cFNMwQ81hl,en
1423,3,Ugh sadness!,en
1424,2,@jomalhotra @TimesNow @navikakumar These channels are the reason India can never have its own Stan Lee or a Marvel… https://t.co/pL3nKPtp6U,en
1425,3,Stan Lee's cause of death confirmed 2 weeks after passing at 95 https://t.co/VMZQj5zaAU,en
1426,2,We're 0-3 (soon 0-4) since we recorded this. Did we jinx the #Rockets @joestwat?,en
1427,2,I swear,en
1428,2,Check out STAN LEE SIGNED COMIC BOOK 1983 ALPHA FLIGHT #1 SIGNATURE SERIES SS CGC 6.5 RARE  https://t.co/qKjxL8uVkW via @eBay,en
1429,2,"@iIikebig4heads @SugaSeanMMA Hon....Stan Lee didn't die from ""weed overdose"". I don't think anyone has died from ma… https://t.co/C1h3JPfMXY",en
1430,2,@MarvelLATAM Stan lee,en
1431,2,"Worth a read by Retired General Stan McChyrstal! 

https://t.co/EwFcUqcGzL https://t.co/EwFcUqcGzL",en
1432,3,me looking at my total for classes next semester.,en
1433,3,2018’s been a sad year for many 💔,en
1434,3,"Stan Lee: ""Some artists, such as Jack Kirby, need no plot at all. I mean, I’ll just say to Jack, ‘Let’s make the ne… https://t.co/ZFBKr5GE6a",en
1435,3,Stan Lee cause of death revealed as heart and respiratory failure https://t.co/iCCVaekiDF https://t.co/ndtKBGdREd,en
1436,3,We losing the golden ones . WE’RE DOOMED,en
1437,3,"That moment when Stan Lee says ""avengers assemble"" in #InfinityWar 😭😭😭",en
1438,3,WHY YOU STILL PRESSED OMG JFKDHFKHD WHO TF ARE YOU,en
1439,3,"2018 really took Stan Lee, Stephen Hillenburg, and Aretha Franklin....",en
1440,2,"""#Entertainment News: Metro #Entertainment in Santa Barbara Holding Stan Lee Candlelight Celebration of Life - Nooz… https://t.co/3NAZS7bKPz",en
1441,3,Wished the President would give her a hard passbto the WH.,en
1442,3,"First Stan Lee and now Stephen Hillenburg, the men who created my childhood are dying. Quick put 24 hour security a… https://t.co/q0DyNbfBiY",en
1443,1,Marvel Comics Fantastic Four 52 CGC 6.0 1st Black Panther Off White Stan Lee https://t.co/xsVcp7sjKO https://t.co/3lRd8HALpZ,en
1444,1,Stan Lee must be smiling so proud...,en
1445,3,Our childhood dies more &amp; more everyday.,en
1446,3,Big 12: “Horns Down’ gesture will draw a flag”,en
1447,3,"@TillmanBryce @Nickelodeon Maybe Robbie rotten and Stephen Hillenburg, but lol who the fuck wants Stan Lee alive.",en
1448,3,Is it weird that I'm questioning why #StanLee never made a cameo on #FairlyOddParents?,en
1449,3,RICO - I MISS STAN LEE SO FUCKING MUCH,en
1450,3,@dylanobrien How the fuck Does he not know  Superman was never created by Stan lee. Like come on bro. #Marvel,en
1451,3,"@eclecticbrotha I, a Hillary Stan, preferred Barbara Lee. But I like Jeffries a lot as well. They could not go wron… https://t.co/tbinryoiYz",en
1452,2,*me still alive*,en
1453,2,Congratulations!!,en
1454,1,"Stan Lee, creative and marketing genius, 1922 to 2018. https://t.co/EDGzna4jl7",en
1455,2,"Mark my words another one is going to bite the dust, not even trying to be funny but death always comes in 3’s",en
1456,2,"At least, we can take some solace that Stan Lee didn't have to read this. https://t.co/hMAVIUmgaF",en
1457,2,"@YeetusThyMeatus @TooniestPony You think that’s bad 

In the podcast someone posted a drawing of Stan lee coming ou… https://t.co/IrfHXQqC9O",en
1458,2,"@comicsandpanels I do like the team of Mike, Laura and Lee Allred but they owe a lot to Stan and Jack and other silver age artists imo",en
1459,2,Strange coincidence,en
1460,2,"@CBR You used to be SO good, CBR. Now you use Stan Lee's death as an opportunity for clickbait. Shameful.",en
1461,2,hahah onew sangtaee ~~~  at its finest again,en
1462,2,Excellent essay by @StanMcChrystal. I hope @BarackObama has realized it was a mistake to let him go. Sometimes sold… https://t.co/Uu8wmBcw23,en
1463,2,"Me watching Dr. Strange: *Stan Lee scene pops up*
 
Coworker: That guy on the train was Stan Lee

Me: He always mak… https://t.co/mIqmPaoExG",en
1464,2,My name start with “st” 💀,en
1465,3,"Stan Lee: *passes away*
People: *memes his death and anyone barely pays respects*
Stephen Hillenburg: *passes away*… https://t.co/EURa1rB3Z0",en
1466,1,"WOW!

That STAN LEE, 💥💥Super Hero💥💥 Music🎵 Rock A Lo Bear🐻 When payn💶 my AIR FAIR🛫🛫 https://t.co/u0w3Hz9GXs",en
1467,2,"okay 2k18,,, you took stan lee,,, you took the whatre those mf,,, you took the SPONGEBOB CREATOR,,,, please take me,,, im beggijg you",en
1468,3,"@SaultAlison Upon Lee’s death he blamed those who read his comics for Trumps presidency!
Typical bullshit comment f… https://t.co/vPD1TH11UB",en
1469,2,Absolutely.  I admire her immensely.  And I am not easily impressed.,en
1470,2,all lesbians stan lee chan,en
1471,2,kibum PLEASE teach him how to technology,en
1472,2,"The late, great Stan Lee is the center of our conversation tonight. How much of a cultural influence do you think h… https://t.co/sgpOgbtpCJ",en
1473,2,"If an allegedly stolen vial of Stan Lee’s Had monetary value as a collectible, then shouldn’t its value be included… https://t.co/rcCrTM1YJl",en
1474,2,More StanLee snuggles,en
1475,2,"""Ad"" STAN LEE SIGNED DELUXE SLIPCASE LTD EDITION BOOK AMAZING FANTASTIC INCREDIBLE https://t.co/S8CKpiVF77 #StanLee https://t.co/kx0wKAPH4q",en
1476,2,"""Ad"" Iron Man Stan Lee Signed Comic Book W/Stan Lee Hologram Authentic https://t.co/HlngugvRi9 #StanLee https://t.co/8z47xGS1Ok",en
1477,2,"Stan Lee Was Reportedly Cremated, Cause of Death Revealed https://t.co/NcrpOFptbF https://t.co/YiT6UgR6kC",en
1478,2,"Earlier this month a small, private funeral for Lee was attended by close friends and family. https://t.co/6ONRq1tmQl",en
1479,2,Man the universe really has it for Steves,en
1480,2,if ur name starts w “st” and ur famous watch out,en
1481,2,What Stan Lee meant to me https://t.co/chIStd6dUC via @YouTube,en
1482,2,we stan a social butterfly,en
1483,2,Spongebob dead?,en
1484,2,Bruh wait no.... like this is a joke right,en
1485,3,stan lee’s most latest cameo is in wreck-it-ralph 2,en
1486,1,"""Hey, kid (he always called me kid), you, me and Billy Shakespeare — pretty good team, don’t you think?""
https://t.co/rhHhVxDJup",en
1487,1,Thor Director Kenneth Branagh Pays Tribute To Stan Lee In Empire – Exclusive https://t.co/1M2NUMKk8z https://t.co/Z1aSDtRdKD,en
1488,3,someone commented rip stan lee on the i took a pill in ibiza youtube video lol,en
1489,3,Well these uears i have a feeling are going to be sad i have lost 4 amazing show/movie writers/actors from my child… https://t.co/C9nfx5qHOJ,en
1490,3,Thor Director Kenneth Branagh Pays Tribute To Stan Lee In Empire – Exclusive https://t.co/tGnEjbvrFV,en
1491,3,this is incredibly sad. hopefully we can learn from their mistakes as well as their achievements in life to become… https://t.co/2MLtYHwS0f,en
1492,3,"Superhero Bits: Stan Lee's Cause of Death Revealed, Hugh Jackman Smears Ryan Reynolds &amp; More - /FILM… https://t.co/KUtepJZGo6",en
1493,3,Well these years i have a feeling are going to be sad i have lost 4 amazing show/movie writers/actors from my child… https://t.co/zikSwhc5Bi,en
1494,3,"@SupSpiderTalk @YuriLowenthal I've just finished the episode. Yuri should be marvel's PR, he has Stan Lee's charisma!",en
1495,3,"Official design Thank you for the memories Stan Lee all avenger hoodie, sweatshirt, classic shirt, long sleeve… https://t.co/JQEFk9stuW",en
1496,3,"We lost 2 our childhood legends this Year. Thank you for bring the Happiness for Everyone, Rest In Peace Stan Lee &amp;… https://t.co/2Tiup79OoO",en
1497,3,"What was more influential childhood, Stan Lee's Marvel franchise or Stephen Hillburgs Spongebob Squarepants Animations ?",en
1498,3,Can’t believe niggas were trying to say that stan lee was racist just because he was old,en
1499,3,"In today's #FurtherEd blog, Julie Murray pays tribute to #StanLee - the man who made #Marvel comics a household nam… https://t.co/Rt6XBCvZN9",en
1500,2,"Stan Lee and The Archetype Universe.
#Tarot Blog by #TarotByRalph
https://t.co/QeBkFNwb4C https://t.co/qNGewF8lHY",en
1501,2,"**LATEST POST**  5 Memorable (and Useful)  Stan Lee Quotes

https://t.co/APUPRENO5p

#business #advice #foundr… https://t.co/EhMVqVSEuc",en
1502,2,Stan Lee's Cause of Death Announced https://t.co/Q6gwkvWTMt via @BoundingComics,en
1503,2,"We lament the passing of the great Stan Lee, we hear an incredible story about a drive-by blowdart attack in the mi… https://t.co/yfu40hUEzL",en
1504,1,Students are working on character development. We have been exploring Marvel after the recent passing of Stan Lee.… https://t.co/4Q4oSJbo1C,en
1505,2,Stan Lee's cameo 🙁,en
1506,2,"@DishPatani just kill it DISH...I KNOW U CAN ...I SEE U...U HAVE THAT THING IN U"" I M GONNA DO IT ""

""FACE FRONT BE… https://t.co/hspIxsshzI",en
1507,2,Revive Post: Stan Lee – Godfather of #Marvel – Dead at Age 95 https://t.co/DNHXBJlTXj #marvellegend #stanlee… https://t.co/TsfHnUsgjt,en
1508,2,"WHO THE WHAT NOW?! This week they talk about Sinister Creature Con 2018, The Walking Dead trivia contest, Californi… https://t.co/TPpPUN49Jg",en
1509,1,@getFANDOM @RottenTomatoes Stan lee would be proud,en
1510,3,I just got done watching venom and cried after I saw Stan lee started crying 😪😪,en
1511,3,Stan Lee 😢 https://t.co/TFRwT2YcLK,en
1512,3,"Three legends died this month. Stan Lee, Stephen Hillenburg, and Elsa Ocampo.",en
1513,3,"@DeathToAmerikkk @putzandmao This wasn’t me endorsing Stan Lee btw, just thought it was funny. Admin must have been… https://t.co/GDz5QtEw62",en
1514,2,"We are all here laughing, thinking about fandom stuffs, our problems, maybe pointless things with no importance...… https://t.co/CYed9T7Gu0",en
1515,2,"It's like when I was talking to my friend, Noah, about Stan Lee. I said, and I quote, ""No, I don't think he has muc… https://t.co/XZ2Xu3IuCp",en
1516,2,@Marvel Am I the only one who noticed the amazing spiderman #12's cover's change? From the first cover to the secon… https://t.co/PXSuDu1qbs,en
1517,2,"With his strong imagination and colorful ideas, Stan Lee as left a memory for us to never forget:… https://t.co/ZnCo6pRLUX",en
1518,2,EP 11: Stan Lee out now! Like share comment! Thank you all for tuning in! #soundcloud #itunes #support #thankyou… https://t.co/XuNhaTdZu9,en
1519,2,"good evening  
If you stan 

Lee know 
Han
Jeongin 
Chan
Felix
Seungmin 
Hyunjin 
Changbin
Woojin 

Like this, foll… https://t.co/ewLRHVF4pV",en
1520,2,i have to confess.. when i was 12 i thought stan lee and spike lee were the same person,en
1521,2,"Hey guys one question, do you know what a super-heroine is?",en
1522,1,I had the great fortune to spend time with Stan Lee. He invented a comic book character for me called “the replicat… https://t.co/NzrIVvkC3n,en
1523,2,Thank you! #tweeps #twitter #world,en
1524,2,"good evening  
If you stan 

Lee know 
Han
Jeongin 
Chan
Felix
Seungmin 
Hyunjin 
Changbin
Woojin 

Like this, foll… https://t.co/8n2RkD1kex",en
1525,1,"I just saw, Ralph Breaks the Internet. Great movie! Laughed and smiled throughout the film. LOTS of appearances inc… https://t.co/pYxcMSyYnw",en
1526,3,@Nickelodeon Stephen and Stan Lee 😭,en
1527,2,@VeyGoodSpy But Stan Lee created Scarlet Witch or Wanda Maximoff. Daughter of a concentration camp survivor Max Eis… https://t.co/1NHuiHaSRB,en
1528,2,"stefan karl
stephen hawking
stan lee
stephen hillenburg
stack o wublins
all of them start with st",en
1529,2,Seeing Stan's name in the credits for @TheGiftedonFOX ... sighs. Stan Lee is eternal. #StanLee #TheGifted #Marvel https://t.co/Vz6dGuUUHy,en
1530,2,Stan Lee,en
1531,1,@Terri_White @empiremagazine @MrGodfrey @NickdeSemlyen A brilliant issue and the Stan Lee tribute made me cry. Well… https://t.co/DErRojGZoU,en
1532,1,"@guapogirll_ Did: Michael Jackson, prince, xxxtentcion, Paul walker and Stan lee would: chris Brown, all marvel actors, Sean schemmel (Goku)",en
1533,2,@SuperCaity Stan Lee film? Or the Odd Couple remake with Jackman and Reynolds... Cause I'd like to see either hones… https://t.co/oflq0UDnBo,en
1534,1,Stan Lee better come back and bring Loki with him 😒,en
1535,2,#toysbetween2001500 STAN LEE – MARK RUFFALO – LOU FERRIGNO- 3X Autographed Signed Marvel Diamond Select HULK Figure… https://t.co/XlHOVlMLSc,en
1536,2,"@SulomeAnderson @Vmbritsch “Laura Loomer”
 sounds like a Stan Lee character🤔",en
1537,2,"HAHAHAHAHA

“If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a J… https://t.co/1oHRPlPVOV",en
1538,2,@RyanSito2274 @vossbrink I would want it for Stan Lee lol,en
1539,2,The &lt;Kosher&gt; Onion?,en
1540,2,This was 4 hours ago,en
1541,2,@_M87 @RetroRyno @Kojima_Hideo @HIDEO_KOJIMA_EN Stan Lee was such a Cool Guy,en
1542,2,@AmandaTheJedi Bring back stan lee because https://t.co/E1ZQiElKtJ,en
1543,2,Stan Lee isn’t dead and makes a cameo in Avengers 4: No Pulse,en
1544,2,"I really enjoy compiling all my thoughts about a film, plus cast &amp; crew behind-the-scenes stories, into one informa… https://t.co/u1pQGBNiXT",en
1545,1,Stan the Man but I like both. There’s always someone on Craigslist trying to make money. Or kill people. It’s a mix… https://t.co/6aocMYKsAR,en
1546,2,Hard work does pay off got to articles published in the paper today at the @Today_CSUPueblo  Got 2 articles publish… https://t.co/M0fi5tc7Qi,en
1547,2,Nah frl tho 😭,en
1548,2,This is the internet police. You are under arrest for failing to be a good journalist and clickbaiting Stan Lee.,en
1549,2,"Avengers 9: Days of Future Past (okay now you're fucking with us).

95-year-old RDJ reprises his role as drunk Tony… https://t.co/nZRLpoRWTa",en
1550,2,Podcast #105 will be available later tonight. The first couple of minutes have been set aside to toast the memory o… https://t.co/zeUzk6Gsh7,en
1551,2,"@RealKevinConroy I heard about Stan Lee's death. It's tragic. Very, very tragic. It's just sad to hear about the de… https://t.co/bSvfm83qeb",en
1552,2,WE STAN!,en
1553,2,STREAMING Spider-man on @youtube now! COME THRU!!! #Spiderman #StanLee #Marvel #youtube #PS4live live at https://t.co/mT9kqJ0xIi,en
1554,3,"Stephen Hawking.
Stefán Karl.
Stan Lee.
Stephen Hillenburg.

All ‘St’s.

We lost four saints this year.",en
1555,2,"@AEON_SOUNDWORKS @Clarknt67 @SenSanders @Ocasio2018 True socialism has higher kill count.  But let’s be real, socia… https://t.co/SwMmyohElP",en
1556,3,@big_business_ OG Avengers finna get clapped and they gon have a Stan lee tribute at the end dawg..😔😭😭 https://t.co/8gRdzddG0u,en
1557,2,girl SHUTUP (sent with love) - lee — maybe i do stan you for sending me a cc https://t.co/no8YChcJp2,en
1558,2,"HUGE chop session with @drewhodson1017 and Television Skateboards. We talk Stan Lee, Peru, and how Drew plays baseb… https://t.co/T2yOQGHxFm",en
1559,2,I love how YouTubers are making Content On Steven hillenburg after his passing and Putting on add revenue to its Li… https://t.co/Mss9i0z4qU,en
1560,1,Stan Lee was a big kid at heart his whole life! He was always surrounded by comics and superheroes 😂❤️ He was the p… https://t.co/hjHHZC5BRr,en
1561,2,"@sweepingexits They made dozens of those ""so! Your dog ate your homework"" etc videos and they'll be the replacement… https://t.co/MfgFQNfUWr",en
1562,2,@LandonLammar it’s about stan lee tho -.- why the needed attention?,en
1563,2,"Listen to ""Lets remember Stan Lee"" by Talk Geekly ⚓ https://t.co/dLK3vukvwT",en
1564,3,is it just me or is it weird that both stan lee and stephen hillenberg died within the same month like the world is… https://t.co/azGE6JTpMR,en
1565,2,@KyleKashuv   read this and grow up a little.  She fights anti-semitism harder than you,en
1566,2,Rocked out this Thanos on the Marvel villains flash sheet I’m working on here at sacredmandalastudio today. #thanos… https://t.co/fT4OFBtm6f,en
1567,2,"""Ad"" Stan Lee Chris Hemsworth Signed Autographed 16x20 Photo JSA CELEBRITY AUTHENTICS https://t.co/9Bup6rfjR1… https://t.co/qEmo5oFssg",en
1568,2,"""Ad"" Stan Lee Signed Autographed Captain America Marvel Legends Shield JSA WitnessCOA https://t.co/RvfhxJYL5F… https://t.co/ckrl1tmRkn",en
1569,2,"""Ad"" STAN LEE SIGNED AUTOGRAPHED CAPTAIN AMERICA JERSEY SIZE M COA RARE https://t.co/v9rzu8pdKY #StanLee https://t.co/7d0599dQJZ",en
1570,2,"""Ad"" STAN LEE SIGNED AUTOGRAPHED MARVEL UNIVERSE 12X18 PHOTO COA PSA/DNA SPIDERMAN https://t.co/xbFD8qBMXs #StanLee https://t.co/3Za8GtXtw5",en
1571,2,Loomer Manga when?,en
1572,3,"@_DirtyWhiteBoy O facts, can’t forget the classics. R.I.P. Stan Lee",en
1573,1,Just watched venom and I thoroughly enjoyed it. Must say my eyes leaked a little when Stan Lee had his cameo,en
1574,1,I’m guessing Dimbleby’s tie is a Stan Lee tribute. #bbcqt,en
1575,1,"Stan Lee Signed Autographed Silver Surfer #3 poster, art print 1993 Mephisto https://t.co/KPxmEZ3HOm https://t.co/0LJXOgdNha",en
1576,1,Farewell to Stan Lee over at Marvel. I wonder who the 'big cheese' is over at DC? They could use a flamboyant spoke… https://t.co/zmu8KCCiR7,en
1577,3,Stan Lee's cause of death confirmed 2 weeks after passing at 95 https://t.co/iw1nMeT5rl,en
1578,1,@EvanFilarca It won't be out til Stan Lee's birthday...mark my words,en
1579,3,@Nathorix Rip Stan lee ;—;,en
1580,1,Because Stan Lee is a legend.,en
1581,3,i just saw some fan art of stan lee and stephen hillenburg in heaven and that shit fucking BROKE me,en
1582,2,Bump you some smoove groove's and run them numbers up for ya boy ! Waaay more coming soon stay flashy !! ⚡… https://t.co/yEM6KcMa7c,en
1583,2,So how ya feeling about this article after she protested by trying to make an analogy between her losing her twitte… https://t.co/1lqfLvOljh,en
1584,2,"Pffft. Okay, that's pretty funny.",en
1585,2,"Out of nowhere, I'm hearing that Spider-Man: Into the Spider-Verse is a crowning achievement in animation and one o… https://t.co/oj3NWEkDMw",en
1586,2,@billmaher Stan Lee &gt; Bill Maher,en
1587,2,"Out of nowhere, I'm hearing that Spider-Man: Into the Spider-Verse is a crowning achievement in animation and one o… https://t.co/qdKQP2a6XJ",en
1588,2,Stan Lee's cause of death revealed https://t.co/EC3DtmTAuE via @pagesix,en
1589,3,@Marvel Stan Lee was a true limited-edition. It's a travesty when a story like his ends after only 95 years. If onl… https://t.co/1C0FC3d2r2,en
1590,3,"@d_greenvalley You gotta do for her what I had to do with Stan Lee the day he passed. Nothing against him, I just d… https://t.co/nqBqlXOLKP",en
1591,3,Kenneth Branagh on Stan Lee: “His life force was astonishing” https://t.co/52Wfdub33d via NME https://t.co/9iyBxGT7e6,en
1592,2,Lol I'm on this,en
1593,1,Hello friends! I wrote about Stan Lee's complicated legacy and the difficulty of sorting out what comics really owe… https://t.co/0u8RJnsUFl,en
