sentiment 0-negative 1-positive 2-neutral,text,lang
,"""RIP in Peace Stan Lee"" sounds awesome right? @MiddleUrinalPod is marvelous too. Click or tap below. #Week10 #BSPN https://t.co/EuubpdxdSj",en
,And Stan Lee was indeed pro Israel. He spoke of his regret at never having visited the Jewish State.,en
,man i stopped fw spongebob in 4th grade and never watched superhero movies. i’m just glad walt disney already dead… https://t.co/TG1WsvbB4m,en
,"💔💔 not even over Stan lee yet, they adding to the fire in my heart",en
,R.I.P. Stan Lee Tribute: The Avengers We Are The World Music Video! https://t.co/qmcj11H0Oe via @YouTube #YouTube… https://t.co/JRz3cj9lyC,en
,That’s really how I’m feeling tho.,en
,R.I.P. Stan Lee Tribute: The Avengers We Are The World Music Video! https://t.co/PyMtOCzfHg via @YouTube #YouTube… https://t.co/CRuq9YwvbZ,en
,Avengers Main Theme - Mariachi Cover - Stan Lee Tribute - Mariachi Enter... https://t.co/ft51KlAsOx via @YouTube #stanlee #legend #mariachi,en
,What if I told you Stan Lee didn’t create Spider-Man. https://t.co/5K5CHpA4FC,en
,when you see stan lee in the new #wreckitralph movie.... :’-)),en
,@Mr_espn15 @Marvel @MarvelStudios It’s rumored to be a trailer at least it’s being released on Stan Lee’s birthday,en
,The latest The #Walkable Communities Daily! https://t.co/vsnH8p7JXM Thanks to @UrbanCincy @tanyapazzy @SandySkees #poverty #stanlee,en
,Stan Lee was fucking 95 years old. Posting articles about his cause of death is beyond ridiculous.,en
,MARVEL Wolverine https://t.co/Nu8zXidLDQ … …..#wolverine #marvel #hughjackman #comics #marvelwolverine #Comicimages… https://t.co/uBS8RhlRaJ,en
,"This Is my tribute yo Stan Lee, maybe  later, RIP (excélsior)
#marvel #stanlee #capitanamerica #tribute #draw… https://t.co/IC5uBdlt99",en
,"I still can't believe it. Rest in peace #StanLee #Excelsior
IMDbrief: Remembering Stan Lee (3:16) from IMDbrief (20… https://t.co/WNKAYfX4Dd",en
,Finally been able to make a tribute piece of Stan Lee #stanlee #marvel #comics #rip #timelapse #art #artist… https://t.co/ayERxNn6VE,en
,STAN LEE AUTOGRAPHED / THE AMAZING SPIDER MAN MARVEL COMIC BOOK WITH COA https://t.co/ESxerfTU4q,en
,Fuck this site - this clickbait is ghoulish shit @Marvel @pattonoswalt @ChrisEvans,en
,Times just be so rough man 🤕,en
,@CBR Did you just...clickbait on the death of Stan Lee? Seriously.,en
,@BackAftaThis Doesn’t wanna hear the details about Stan Lee’s death either,en
,Stefan Karl's passing still hurts,en
,"We lost great people this year, but no matter what they will never be forgotten",en
,Completely heartbroken😢😭💔💔,en
,"Me: *shows Bennett the picture* 
Me: “The creator of Spongebob also created Spiderman?”
Bennett: “Babe, Stan Lee di… https://t.co/lwPWgGRu9h",en
,"Actually shed some tears, I can't lie #Hillenburg #StanLee https://t.co/VoFO530aiT",en
,"Superhero Bits: Stan Lee’s Cause of Death Revealed, Hugh Jackman Smears Ryan Reynolds &amp; More  https://t.co/1CY4fbqnMC",en
,Stan Lee to appear at the Avengers 4 premier and say he faked his death so they could would work on the Marvel Illu… https://t.co/9JnWLVpNdL,en
,fuck it’s been 4 minutes but i love you lee jeno 🥰,en
,I felt this one in my soul😓🤧,en
,you’re a fucking adult now. embrace it,en
,Bruhhh no fucking wayyy,en
,I liked a @YouTube video https://t.co/ijY1cxa06x The death of Stan Lee,en
,"#RIPStephenHillenburg

First it was Stan Lee, the king of Marvel Universe cameos, and now Stephen Hillenburg the ma… https://t.co/6APYnUwfyX",en
,celebrity deaths ALWAYS come in three. stan lee died (creator of marvel) stephen king (creator of sponge bob) im te… https://t.co/OOiAUFMw5y,en
,@WagonKnoggin @DorisMele @man007_b @whimzies4me @JayDaws3 @MarylFaunda @provdcrumblover @jimbo_always @gwbehn… https://t.co/aQsU2ELbRt,en
,#CNN where did Stan Lee get his inspiration from in Cleveland? What if some of it is real. Who is laughing now...,en
,In Memory of Stan Lee! Sketched on paper and painted in Sketchbook Pro #marvelcomics #art #artist #illustration… https://t.co/bqfnSjkr2U,en
,pLEASE make a movie about Stan Lee :&lt;,en
,RIP STAN LEE RIP STEPHEN HILLENBURG😢😢😢💰💰Intersection money 💰💰 on theee way 🤟🏾😝#checkmate #money #music #weed… https://t.co/1Meh2KicPO,en
,I liked a @YouTube video https://t.co/mGhiOCDmDF WatchMojo's Tribute to Stan Lee,en
,The Top 5 BEST Marvel Movies | Was Stan Lee ahead of his time? JLATop5 @Abwon @SaunidNicolas @MessiahJuni… https://t.co/cFNMwQ81hl,en
,Ugh sadness!,en
,@jomalhotra @TimesNow @navikakumar These channels are the reason India can never have its own Stan Lee or a Marvel… https://t.co/pL3nKPtp6U,en
,Stan Lee's cause of death confirmed 2 weeks after passing at 95 https://t.co/VMZQj5zaAU,en
,We're 0-3 (soon 0-4) since we recorded this. Did we jinx the #Rockets @joestwat?,en
,I swear,en
,Check out STAN LEE SIGNED COMIC BOOK 1983 ALPHA FLIGHT #1 SIGNATURE SERIES SS CGC 6.5 RARE  https://t.co/qKjxL8uVkW via @eBay,en
,"@iIikebig4heads @SugaSeanMMA Hon....Stan Lee didn't die from ""weed overdose"". I don't think anyone has died from ma… https://t.co/C1h3JPfMXY",en
,@MarvelLATAM Stan lee,en
,"Worth a read by Retired General Stan McChyrstal! 

https://t.co/EwFcUqcGzL https://t.co/EwFcUqcGzL",en
,me looking at my total for classes next semester.,en
,2018’s been a sad year for many 💔,en
,"Stan Lee: ""Some artists, such as Jack Kirby, need no plot at all. I mean, I’ll just say to Jack, ‘Let’s make the ne… https://t.co/ZFBKr5GE6a",en
,Stan Lee cause of death revealed as heart and respiratory failure https://t.co/iCCVaekiDF https://t.co/ndtKBGdREd,en
,We losing the golden ones . WE’RE DOOMED,en
,"That moment when Stan Lee says ""avengers assemble"" in #InfinityWar 😭😭😭",en
,WHY YOU STILL PRESSED OMG JFKDHFKHD WHO TF ARE YOU,en
,"2018 really took Stan Lee, Stephen Hillenburg, and Aretha Franklin....",en
,"""#Entertainment News: Metro #Entertainment in Santa Barbara Holding Stan Lee Candlelight Celebration of Life - Nooz… https://t.co/3NAZS7bKPz",en
,Wished the President would give her a hard passbto the WH.,en
,"First Stan Lee and now Stephen Hillenburg, the men who created my childhood are dying. Quick put 24 hour security a… https://t.co/q0DyNbfBiY",en
,Marvel Comics Fantastic Four 52 CGC 6.0 1st Black Panther Off White Stan Lee https://t.co/xsVcp7sjKO https://t.co/3lRd8HALpZ,en
,Stan Lee must be smiling so proud...,en
,Our childhood dies more &amp; more everyday.,en
,Big 12: “Horns Down’ gesture will draw a flag”,en
,"@TillmanBryce @Nickelodeon Maybe Robbie rotten and Stephen Hillenburg, but lol who the fuck wants Stan Lee alive.",en
,Is it weird that I'm questioning why #StanLee never made a cameo on #FairlyOddParents?,en
,RICO - I MISS STAN LEE SO FUCKING MUCH,en
,@dylanobrien How the fuck Does he not know  Superman was never created by Stan lee. Like come on bro. #Marvel,en
,"@eclecticbrotha I, a Hillary Stan, preferred Barbara Lee. But I like Jeffries a lot as well. They could not go wron… https://t.co/tbinryoiYz",en
,*me still alive*,en
,Congratulations!!,en
,"Stan Lee, creative and marketing genius, 1922 to 2018. https://t.co/EDGzna4jl7",en
,"Mark my words another one is going to bite the dust, not even trying to be funny but death always comes in 3’s",en
,"At least, we can take some solace that Stan Lee didn't have to read this. https://t.co/hMAVIUmgaF",en
,"@YeetusThyMeatus @TooniestPony You think that’s bad 

In the podcast someone posted a drawing of Stan lee coming ou… https://t.co/IrfHXQqC9O",en
,"@comicsandpanels I do like the team of Mike, Laura and Lee Allred but they owe a lot to Stan and Jack and other silver age artists imo",en
,Strange coincidence,en
,"@CBR You used to be SO good, CBR. Now you use Stan Lee's death as an opportunity for clickbait. Shameful.",en
,hahah onew sangtaee ~~~  at its finest again,en
,Excellent essay by @StanMcChrystal. I hope @BarackObama has realized it was a mistake to let him go. Sometimes sold… https://t.co/Uu8wmBcw23,en
,"Me watching Dr. Strange: *Stan Lee scene pops up*
 
Coworker: That guy on the train was Stan Lee

Me: He always mak… https://t.co/mIqmPaoExG",en
,My name start with “st” 💀,en
,"Stan Lee: *passes away*
People: *memes his death and anyone barely pays respects*
Stephen Hillenburg: *passes away*… https://t.co/EURa1rB3Z0",en
,"WOW!

That STAN LEE, 💥💥Super Hero💥💥 Music🎵 Rock A Lo Bear🐻 When payn💶 my AIR FAIR🛫🛫 https://t.co/u0w3Hz9GXs",en
,"okay 2k18,,, you took stan lee,,, you took the whatre those mf,,, you took the SPONGEBOB CREATOR,,,, please take me,,, im beggijg you",en
,"@SaultAlison Upon Lee’s death he blamed those who read his comics for Trumps presidency!
Typical bullshit comment f… https://t.co/vPD1TH11UB",en
,Absolutely.  I admire her immensely.  And I am not easily impressed.,en
,all lesbians stan lee chan,en
,kibum PLEASE teach him how to technology,en
,"The late, great Stan Lee is the center of our conversation tonight. How much of a cultural influence do you think h… https://t.co/sgpOgbtpCJ",en
,"If an allegedly stolen vial of Stan Lee’s Had monetary value as a collectible, then shouldn’t its value be included… https://t.co/rcCrTM1YJl",en
,More StanLee snuggles,en
,"""Ad"" STAN LEE SIGNED DELUXE SLIPCASE LTD EDITION BOOK AMAZING FANTASTIC INCREDIBLE https://t.co/S8CKpiVF77 #StanLee https://t.co/kx0wKAPH4q",en
,"""Ad"" Iron Man Stan Lee Signed Comic Book W/Stan Lee Hologram Authentic https://t.co/HlngugvRi9 #StanLee https://t.co/8z47xGS1Ok",en
,"Stan Lee Was Reportedly Cremated, Cause of Death Revealed https://t.co/NcrpOFptbF https://t.co/YiT6UgR6kC",en
,"Earlier this month a small, private funeral for Lee was attended by close friends and family. https://t.co/6ONRq1tmQl",en
,Man the universe really has it for Steves,en
,if ur name starts w “st” and ur famous watch out,en
,What Stan Lee meant to me https://t.co/chIStd6dUC via @YouTube,en
,we stan a social butterfly,en
,Spongebob dead?,en
,Bruh wait no.... like this is a joke right,en
,stan lee’s most latest cameo is in wreck-it-ralph 2,en
,"""Hey, kid (he always called me kid), you, me and Billy Shakespeare — pretty good team, don’t you think?""
https://t.co/rhHhVxDJup",en
,Thor Director Kenneth Branagh Pays Tribute To Stan Lee In Empire – Exclusive https://t.co/1M2NUMKk8z https://t.co/Z1aSDtRdKD,en
,someone commented rip stan lee on the i took a pill in ibiza youtube video lol,en
,Well these uears i have a feeling are going to be sad i have lost 4 amazing show/movie writers/actors from my child… https://t.co/C9nfx5qHOJ,en
,Thor Director Kenneth Branagh Pays Tribute To Stan Lee In Empire – Exclusive https://t.co/tGnEjbvrFV,en
,this is incredibly sad. hopefully we can learn from their mistakes as well as their achievements in life to become… https://t.co/2MLtYHwS0f,en
,"Superhero Bits: Stan Lee's Cause of Death Revealed, Hugh Jackman Smears Ryan Reynolds &amp; More - /FILM… https://t.co/KUtepJZGo6",en
,Well these years i have a feeling are going to be sad i have lost 4 amazing show/movie writers/actors from my child… https://t.co/zikSwhc5Bi,en
,"@SupSpiderTalk @YuriLowenthal I've just finished the episode. Yuri should be marvel's PR, he has Stan Lee's charisma!",en
,"Official design Thank you for the memories Stan Lee all avenger hoodie, sweatshirt, classic shirt, long sleeve… https://t.co/JQEFk9stuW",en
,"We lost 2 our childhood legends this Year. Thank you for bring the Happiness for Everyone, Rest In Peace Stan Lee &amp;… https://t.co/2Tiup79OoO",en
,"What was more influential childhood, Stan Lee's Marvel franchise or Stephen Hillburgs Spongebob Squarepants Animations ?",en
,Can’t believe niggas were trying to say that stan lee was racist just because he was old,en
,"In today's #FurtherEd blog, Julie Murray pays tribute to #StanLee - the man who made #Marvel comics a household nam… https://t.co/Rt6XBCvZN9",en
,"Stan Lee and The Archetype Universe.
#Tarot Blog by #TarotByRalph
https://t.co/QeBkFNwb4C https://t.co/qNGewF8lHY",en
,"**LATEST POST**  5 Memorable (and Useful)  Stan Lee Quotes

https://t.co/APUPRENO5p

#business #advice #foundr… https://t.co/EhMVqVSEuc",en
,Stan Lee's Cause of Death Announced https://t.co/Q6gwkvWTMt via @BoundingComics,en
,"We lament the passing of the great Stan Lee, we hear an incredible story about a drive-by blowdart attack in the mi… https://t.co/yfu40hUEzL",en
,Students are working on character development. We have been exploring Marvel after the recent passing of Stan Lee.… https://t.co/4Q4oSJbo1C,en
,Stan Lee's cameo 🙁,en
,"@DishPatani just kill it DISH...I KNOW U CAN ...I SEE U...U HAVE THAT THING IN U"" I M GONNA DO IT ""

""FACE FRONT BE… https://t.co/hspIxsshzI",en
,Revive Post: Stan Lee – Godfather of #Marvel – Dead at Age 95 https://t.co/DNHXBJlTXj #marvellegend #stanlee… https://t.co/TsfHnUsgjt,en
,"WHO THE WHAT NOW?! This week they talk about Sinister Creature Con 2018, The Walking Dead trivia contest, Californi… https://t.co/TPpPUN49Jg",en
,@getFANDOM @RottenTomatoes Stan lee would be proud,en
,I just got done watching venom and cried after I saw Stan lee started crying 😪😪,en
,Stan Lee 😢 https://t.co/TFRwT2YcLK,en
,"Three legends died this month. Stan Lee, Stephen Hillenburg, and Elsa Ocampo.",en
,"@DeathToAmerikkk @putzandmao This wasn’t me endorsing Stan Lee btw, just thought it was funny. Admin must have been… https://t.co/GDz5QtEw62",en
,"We are all here laughing, thinking about fandom stuffs, our problems, maybe pointless things with no importance...… https://t.co/CYed9T7Gu0",en
,"It's like when I was talking to my friend, Noah, about Stan Lee. I said, and I quote, ""No, I don't think he has muc… https://t.co/XZ2Xu3IuCp",en
,@Marvel Am I the only one who noticed the amazing spiderman #12's cover's change? From the first cover to the secon… https://t.co/PXSuDu1qbs,en
,"With his strong imagination and colorful ideas, Stan Lee as left a memory for us to never forget:… https://t.co/ZnCo6pRLUX",en
,EP 11: Stan Lee out now! Like share comment! Thank you all for tuning in! #soundcloud #itunes #support #thankyou… https://t.co/XuNhaTdZu9,en
,"good evening  
If you stan 

Lee know 
Han
Jeongin 
Chan
Felix
Seungmin 
Hyunjin 
Changbin
Woojin 

Like this, foll… https://t.co/ewLRHVF4pV",en
,i have to confess.. when i was 12 i thought stan lee and spike lee were the same person,en
,"Hey guys one question, do you know what a super-heroine is?",en
,I had the great fortune to spend time with Stan Lee. He invented a comic book character for me called “the replicat… https://t.co/NzrIVvkC3n,en
,Thank you! #tweeps #twitter #world,en
,"good evening  
If you stan 

Lee know 
Han
Jeongin 
Chan
Felix
Seungmin 
Hyunjin 
Changbin
Woojin 

Like this, foll… https://t.co/8n2RkD1kex",en
,"I just saw, Ralph Breaks the Internet. Great movie! Laughed and smiled throughout the film. LOTS of appearances inc… https://t.co/pYxcMSyYnw",en
,@Nickelodeon Stephen and Stan Lee 😭,en
,@VeyGoodSpy But Stan Lee created Scarlet Witch or Wanda Maximoff. Daughter of a concentration camp survivor Max Eis… https://t.co/1NHuiHaSRB,en
,"stefan karl
stephen hawking
stan lee
stephen hillenburg
stack o wublins
all of them start with st",en
,Seeing Stan's name in the credits for @TheGiftedonFOX ... sighs. Stan Lee is eternal. #StanLee #TheGifted #Marvel https://t.co/Vz6dGuUUHy,en
,Stan Lee,en
,@Terri_White @empiremagazine @MrGodfrey @NickdeSemlyen A brilliant issue and the Stan Lee tribute made me cry. Well… https://t.co/DErRojGZoU,en
,"@guapogirll_ Did: Michael Jackson, prince, xxxtentcion, Paul walker and Stan lee would: chris Brown, all marvel actors, Sean schemmel (Goku)",en
,@SuperCaity Stan Lee film? Or the Odd Couple remake with Jackman and Reynolds... Cause I'd like to see either hones… https://t.co/oflq0UDnBo,en
,Stan Lee better come back and bring Loki with him 😒,en
,#toysbetween2001500 STAN LEE – MARK RUFFALO – LOU FERRIGNO- 3X Autographed Signed Marvel Diamond Select HULK Figure… https://t.co/XlHOVlMLSc,en
,"@SulomeAnderson @Vmbritsch “Laura Loomer”
 sounds like a Stan Lee character🤔",en
,"HAHAHAHAHA

“If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a J… https://t.co/1oHRPlPVOV",en
,@RyanSito2274 @vossbrink I would want it for Stan Lee lol,en
,The &lt;Kosher&gt; Onion?,en
,This was 4 hours ago,en
,@_M87 @RetroRyno @Kojima_Hideo @HIDEO_KOJIMA_EN Stan Lee was such a Cool Guy,en
,@AmandaTheJedi Bring back stan lee because https://t.co/E1ZQiElKtJ,en
,Stan Lee isn’t dead and makes a cameo in Avengers 4: No Pulse,en
,"I really enjoy compiling all my thoughts about a film, plus cast &amp; crew behind-the-scenes stories, into one informa… https://t.co/u1pQGBNiXT",en
,Stan the Man but I like both. There’s always someone on Craigslist trying to make money. Or kill people. It’s a mix… https://t.co/6aocMYKsAR,en
,Hard work does pay off got to articles published in the paper today at the @Today_CSUPueblo  Got 2 articles publish… https://t.co/M0fi5tc7Qi,en
,Nah frl tho 😭,en
,This is the internet police. You are under arrest for failing to be a good journalist and clickbaiting Stan Lee.,en
,"Avengers 9: Days of Future Past (okay now you're fucking with us).

95-year-old RDJ reprises his role as drunk Tony… https://t.co/nZRLpoRWTa",en
,Podcast #105 will be available later tonight. The first couple of minutes have been set aside to toast the memory o… https://t.co/zeUzk6Gsh7,en
,"@RealKevinConroy I heard about Stan Lee's death. It's tragic. Very, very tragic. It's just sad to hear about the de… https://t.co/bSvfm83qeb",en
,WE STAN!,en
,STREAMING Spider-man on @youtube now! COME THRU!!! #Spiderman #StanLee #Marvel #youtube #PS4live live at https://t.co/mT9kqJ0xIi,en
,"Stephen Hawking.
Stefán Karl.
Stan Lee.
Stephen Hillenburg.

All ‘St’s.

We lost four saints this year.",en
,"@AEON_SOUNDWORKS @Clarknt67 @SenSanders @Ocasio2018 True socialism has higher kill count.  But let’s be real, socia… https://t.co/SwMmyohElP",en
,@big_business_ OG Avengers finna get clapped and they gon have a Stan lee tribute at the end dawg..😔😭😭 https://t.co/8gRdzddG0u,en
,girl SHUTUP (sent with love) - lee — maybe i do stan you for sending me a cc https://t.co/no8YChcJp2,en
,"HUGE chop session with @drewhodson1017 and Television Skateboards. We talk Stan Lee, Peru, and how Drew plays baseb… https://t.co/T2yOQGHxFm",en
,I love how YouTubers are making Content On Steven hillenburg after his passing and Putting on add revenue to its Li… https://t.co/Mss9i0z4qU,en
,Stan Lee was a big kid at heart his whole life! He was always surrounded by comics and superheroes 😂❤️ He was the p… https://t.co/hjHHZC5BRr,en
,"@sweepingexits They made dozens of those ""so! Your dog ate your homework"" etc videos and they'll be the replacement… https://t.co/MfgFQNfUWr",en
,@LandonLammar it’s about stan lee tho -.- why the needed attention?,en
,"Listen to ""Lets remember Stan Lee"" by Talk Geekly ⚓ https://t.co/dLK3vukvwT",en
,is it just me or is it weird that both stan lee and stephen hillenberg died within the same month like the world is… https://t.co/azGE6JTpMR,en
,@KyleKashuv   read this and grow up a little.  She fights anti-semitism harder than you,en
,Rocked out this Thanos on the Marvel villains flash sheet I’m working on here at sacredmandalastudio today. #thanos… https://t.co/fT4OFBtm6f,en
,"""Ad"" Stan Lee Chris Hemsworth Signed Autographed 16x20 Photo JSA CELEBRITY AUTHENTICS https://t.co/9Bup6rfjR1… https://t.co/qEmo5oFssg",en
,"""Ad"" Stan Lee Signed Autographed Captain America Marvel Legends Shield JSA WitnessCOA https://t.co/RvfhxJYL5F… https://t.co/ckrl1tmRkn",en
,"""Ad"" STAN LEE SIGNED AUTOGRAPHED CAPTAIN AMERICA JERSEY SIZE M COA RARE https://t.co/v9rzu8pdKY #StanLee https://t.co/7d0599dQJZ",en
,"""Ad"" STAN LEE SIGNED AUTOGRAPHED MARVEL UNIVERSE 12X18 PHOTO COA PSA/DNA SPIDERMAN https://t.co/xbFD8qBMXs #StanLee https://t.co/3Za8GtXtw5",en
,Loomer Manga when?,en
,"@_DirtyWhiteBoy O facts, can’t forget the classics. R.I.P. Stan Lee",en
,Just watched venom and I thoroughly enjoyed it. Must say my eyes leaked a little when Stan Lee had his cameo,en
,I’m guessing Dimbleby’s tie is a Stan Lee tribute. #bbcqt,en
,"Stan Lee Signed Autographed Silver Surfer #3 poster, art print 1993 Mephisto https://t.co/KPxmEZ3HOm https://t.co/0LJXOgdNha",en
,Farewell to Stan Lee over at Marvel. I wonder who the 'big cheese' is over at DC? They could use a flamboyant spoke… https://t.co/zmu8KCCiR7,en
,Stan Lee's cause of death confirmed 2 weeks after passing at 95 https://t.co/iw1nMeT5rl,en
,@EvanFilarca It won't be out til Stan Lee's birthday...mark my words,en
,@Nathorix Rip Stan lee ;—;,en
,Because Stan Lee is a legend.,en
,i just saw some fan art of stan lee and stephen hillenburg in heaven and that shit fucking BROKE me,en
,Bump you some smoove groove's and run them numbers up for ya boy ! Waaay more coming soon stay flashy !! ⚡… https://t.co/yEM6KcMa7c,en
,So how ya feeling about this article after she protested by trying to make an analogy between her losing her twitte… https://t.co/1lqfLvOljh,en
,"Pffft. Okay, that's pretty funny.",en
,"Out of nowhere, I'm hearing that Spider-Man: Into the Spider-Verse is a crowning achievement in animation and one o… https://t.co/oj3NWEkDMw",en
,@billmaher Stan Lee &gt; Bill Maher,en
,"Out of nowhere, I'm hearing that Spider-Man: Into the Spider-Verse is a crowning achievement in animation and one o… https://t.co/qdKQP2a6XJ",en
,Stan Lee's cause of death revealed https://t.co/EC3DtmTAuE via @pagesix,en
,@Marvel Stan Lee was a true limited-edition. It's a travesty when a story like his ends after only 95 years. If onl… https://t.co/1C0FC3d2r2,en
,"@d_greenvalley You gotta do for her what I had to do with Stan Lee the day he passed. Nothing against him, I just d… https://t.co/nqBqlXOLKP",en
,Kenneth Branagh on Stan Lee: “His life force was astonishing” https://t.co/52Wfdub33d via NME https://t.co/9iyBxGT7e6,en
,Lol I'm on this,en
,Hello friends! I wrote about Stan Lee's complicated legacy and the difficulty of sorting out what comics really owe… https://t.co/0u8RJnsUFl,en
,"Love the #FantasticFour? We sure do, and we're so thankful that #StanLee used them to change comics https://t.co/UC5icXiepK",en
,Excited to share this item from my #etsy shop: Stan Lee Alcohol Flask 100% Upcycled https://t.co/mm6zUPzjwO https://t.co/3UP1Qkzvtl,en
,"@DadChaplain @TIME I didn't mean my last tweet as an attack
And condolences- Stan Lee meant a lot to a lot of my fr… https://t.co/szVQ8KB69l",en
,"@boongleyoongles @sugalesscoffee @leagueoflejinds idk y im even bothering but, let me put it like this: stan lee is… https://t.co/ocGB8UsZ9f",en
,"@Scouterversal Aside from the deaths of Stan Lee and Stephen Hillenberg, this month has been good for me; had my bi… https://t.co/HkuTV7MYuG",en
,"I can give you guys so many reasons why this year has been sad 
1. X died
2. Vic Mensa dissing X 
3. DeMarcus signe… https://t.co/c4Blp3TIww",en
,"@RyBread_____ It was just a joke.

Honestly, IDC if they have an all-female cast for a spin-off. If anything, it co… https://t.co/3RSbG3toV6",en
,"Private Funeral Held for Stan Lee ""in Accordance With His Final Wishes"" https://t.co/mF6xv1vPKY via @thr",en
,She literally got banned from Uber and Lyft for demanding to have a non Muslim driver and got banned from twitter f… https://t.co/7eZsbmMK7g,en
,"this years gone so quick I forgot avicii died this year. 2018 will be remembered for the losses. xxx, avicii, steph… https://t.co/tMhPxrQ2b3",en
,Her chief enemy is called Fact Check Man.  This could be big!,en
,I'm watching an old episode of Hell's Kitchen and Stan Lee is there 😭,en
,"His role models are you, PT Barnum, and the late great Stan Lee. Thank you Hugh! https://t.co/T1HF3RsqUW",en
,Marvel founder Stan “the Man” Lee set the gold standard for comic books: R.I.P. - The… https://t.co/teP6eXC1uf ➜… https://t.co/OLvQoF0Vst,en
,handcuffing herself to a door handle isn't the mark of a superhero.   Self obsession doesn't compliment her rhetori… https://t.co/vxUQIcjK8a,en
,Sou Lee Hi stan.,en
,STAN CUTIE PATOOTIE MARK LEE,en
,@AshitaNoFrog @WokeDudeBro There’s a pretty big helping of “everything Steve Ditko did without Stan Lee’s help is completely mental.”,en
,Great question chervantes41#awomansperspective #bitterbabymamaclub #donaldtrump #prisonreform #rockerfellerlaws… https://t.co/6WJfpPMFpk,en
,holy shit. HOLY SHIT. these people are so far down a fucking rabbit hole they think they’re super heroes!!!,en
,I told Jordan I missed Stan Lee and she was like “the guy from spongebob?” https://t.co/8Als5d1yYE,en
,Stan Lee's @Marvel empire was fueled by #creativity—and complicated from the start https://t.co/VVgiXqXiz3… https://t.co/3wXYoclkbr,en
,OMG THATS LEE CHANGYOON STAGE NAME E-TION JDHSJSK OMG I LOVE HIM SO MUHBCGSHKS 😭😭😭😭😭STAN ONF!,en
,How did Stan Lee come up with new superheroes? https://t.co/W8gjuu3Qy7,en
,"Get to know Stan Lee--his complicated history at Marvel, his contributions to comics and the comics community, and… https://t.co/G59TBC0brw",en
,"Remembering the X super great Stan Lee

#marvelcomics #StanLeeForever https://t.co/zudxd3M8Fg",en
,"@JewishVoice @LauraLoomer Stan Lee would have thought Loomer was a batshit loon. Most of the rest of us do, too.",en
,Is that Stan Lee in the background?,en
,@cakegood1 @ParkerGames Infinity war part 2 will have stan lee's last recorded MCU cameo.,en
,I can't believe he was a democrat! NOT STAN LEE!,en
,"Spider-Man clone saga Omnibus vol 2
#marvelcomics #gibi #gibizaodaporra #hq #homemaranha #clone #omnibus #marvel… https://t.co/trHMBLd5XY",en
,"And just when I thought we had all the nominees we needed for ""Dumbest Article of 2018""",en
,"**LATEST POST**  5 Memorable (and Useful)  Stan Lee Quotes

https://t.co/APUPRENO5p

#business #advice #foundr… https://t.co/xXfTXvaMGY",en
,You don’t get rights until you’re  ready to accept our Lord and Savior Lee Donghyuck into your heart.,en
,@JewishVoice @LauraLoomer Stan Lee created nothing.  He was the publisher's nephew who got to put his name on other… https://t.co/axKXUlyFFE,en
,"Click and Listen then Share this Episode with all of Your Friends
https://t.co/hWXnGDH9C2",en
,How many of you parents out there should have a monthly budget category for Spider-Man? 🕷 #Marvel #MarvelComics… https://t.co/eDnEM7WDC3,en
,Pardon?,en
,"My 6yr old son’s role models are you, PT Barnum (because he brought different people together and made them happy)… https://t.co/wxKXdxPwbW",en
,"#ComicBookFootball
Or Hockey?
The Stan Lee Cup?
...crickets
...as you were then https://t.co/BtuiQuvyGS",en
,True that,en
,@Epitaph9001 Yea I got suspended for literally posting a doge of it saying “shut the fuck up retard” repeatedly in… https://t.co/NMckZvCsFl,en
,@HaikuFictionDJU Not sure. Did Stan Lee? The two were related by marriage.,en
,@NagatoDharma Stan Lee Tribute https://t.co/SnyYjFCr6X,en
,Bruh childhood down the drain,en
,RIP lil uzi 😔 say hey to Stan lee for me,en
,I’m gonna ball my eyes out when I see the last ever Stan Lee cameo in Avengers 4. Like SOBBING,en
,Your ignoring the Stan Lee in the room Bill......,en
,And there's Stan Lee's cameo in the Spidey game,en
,"@IGN @TheMemeJester WE LOST STEFAN KARL
THEN STAN LEE
THEN STEVEN HILLENBURG
NOW WE LOSE TOM HIDDLESTON? 😭",en
,Just saw Stan Lee in Venom 😭😭😭😭😭,en
,I'm so glad we are almost done with November. It's been a terrible month. Between the loss of two incredibly dear f… https://t.co/SVYrZ7m7zb,en
,"@FantasticAveng1 @Marvel You wanna whine about it being “SJW” comics, go ahead. Stan Lee was a big SJW, so was Clar… https://t.co/3dEaUfNgd6",en
,Ex-fucking-cuse me?,en
,"@GraphicMatt @TheRealStanLee 
I think you name one after Stan Lee.
I went to the link to suggest it but to name a s… https://t.co/gKmANBIHgh",en
,"Top Comic Creators McFarlane And Liefeld Remember Stan Lee
 https://t.co/QJ5DWDDl6s",en
,This is extremely embarrassing.,en
,"With the passing of Stan Lee and Stephen Hillenburg, I’m grateful for Vin Scully’s birthday today🎉⚾️",en
,Stan Lee's Top 10 Rules For Success  (@TheRealStanLee) https://t.co/gst286VQRQ via @YouTube,en
,"WE STAN FOR STAN! The Brunch Membership talks Stan Lee. RIP @Tyga @JoeBudden 
#thebrunchmembership #StanLeeForever https://t.co/kU50cr8qH2",en
